PROPERTYID,ENTERPRISEID,ADDRESS,STATEID,STATE,CITY,SQFT,PURCHASE_DATE,PURCHASE_PRICE,CAPRATE,PORFOLIOID,ENTITYADMINID,TYPETENANT,STATUS,PORTFOLIO
276,291.0,Property_0276,OK,Oklahoma,Mustang,13650.0,2020-12-24 00:00:00,4704000.0,6.25,1,6,0,5,L2-ALL
277,294.0,Property_0277,IL,Illinois,Oak Park,2455.0,2020-12-29 00:00:00,1118000.0,7.044186046511627,1,6,0,5,L2-ALL
278,293.0,Property_0278,TX,Texas,Tomball,14820.0,2020-12-29 00:00:00,7000000.0,4.928571428571429,1,6,0,5,L2-ALL
279,292.0,Property_0279,OK,Oklahoma,Sand Springs,14560.0,2020-12-29 00:00:00,5085000.0,6.302851524090462,1,6,0,5,L2-ALL
28,89.0,Property_0028,MS,Mississippi,Olive Branch,14490.0,2016-01-27 00:00:00,4668015.0,6.499999678664273,1,6,0,6,L2-ALL
280,301.0,Property_0280,AR,Arkansas,Mountain Home,14753.0,2020-12-29 00:00:00,5750000.0,6.0,1,6,0,5,L2-ALL
281,295.0,Property_0281,OH,Ohio,Mentor On The Lake,74333.0,2020-12-31 00:00:00,9750000.0,7.542061538461539,1,6,1,5,L2-ALL
282,303.0,Property_0282,OK,Oklahoma,Owasso,15120.0,2020-12-29 00:00:00,5605000.0,6.199821587867975,1,6,0,5,L2-ALL
283,307.0,Property_0283,MT,Montana,Bozeman,26449.0,2020-12-30 00:00:00,7310000.0,6.788567441860466,1,6,0,5,L2-ALL
284,298.0,Property_0284,NC,North Carolina,Mocksville,14820.0,2020-12-29 00:00:00,4287500.0,6.41399416909621,1,6,0,5,L2-ALL
285,299.0,Property_0285,OK,Oklahoma,Oklahoma City,13905.0,2020-12-29 00:00:00,4436363.0,5.500000788934539,1,6,0,5,L2-ALL
286,300.0,Property_0286,CT,Connecticut,Torrington,15120.0,2020-12-29 00:00:00,5833333.0,5.142857436734711,1,6,0,5,L2-ALL
287,304.0,Property_0287,TX,Texas,Arlington,13905.0,2020-12-28 00:00:00,4403333.0,6.0000004542013965,1,6,0,5,L2-ALL
288,302.0,Property_0288,TN,Tennessee,Antioch,10125.0,2020-12-29 00:00:00,4354615.0,7.152239635421272,1,6,0,7,L2-ALL
289,306.0,Property_0289,FL,Florida,Clearwater,15525.0,2020-12-28 00:00:00,4100000.0,6.341463414634147,1,6,0,5,L2-ALL
29,91.0,Property_0029,OK,Oklahoma,Oklahoma City,11140.0,2016-04-20 00:00:00,4676000.0,7.183254918733962,1,6,0,5,L2-ALL
290,309.0,Property_0290,MO,Missouri,Neosho,14820.0,2021-02-24 00:00:00,3260000.0,6.503067484662576,1,6,0,5,L2-ALL
291,310.0,Property_0291,NC,North Carolina,Greenville,14490.0,2021-03-18 00:00:00,4843750.0,6.4,1,6,0,5,L2-ALL
292,311.0,Property_0292,IL,Illinois,Island Lake,14820.0,2021-04-12 00:00:00,5392000.0,6.25,1,6,0,5,L2-ALL
293,315.0,Property_0293,TX,Texas,Mansfield,15120.0,2021-04-15 00:00:00,4520000.0,6.106194690265487,1,6,0,5,L2-ALL
294,316.0,Property_0294,KS,Kansas,Hutchinson,2901.0,2021-04-20 00:00:00,1126410.0,11.401532301737378,1,6,0,5,L2-ALL
295,317.0,Property_0295,TX,Texas,Lufkin,10908.0,2021-04-30 00:00:00,3000000.0,5.872166666666667,1,6,0,5,L2-ALL
296,318.0,Property_0296,WI,Wisconsin,Kenosha,49936.0,2021-05-07 00:00:00,2625000.0,6.857142857142858,1,6,0,5,L2-ALL
297,319.0,Property_0297,MS,Mississippi,Pascagoula,15120.0,2021-05-11 00:00:00,4080000.0,6.985294117647058,1,6,0,5,L2-ALL
298,320.0,Property_0298,PA,Pennsylvania,Nanticoke,10908.0,2021-05-17 00:00:00,2950000.0,6.624154576271185,1,6,0,5,L2-ALL
299,323.0,Property_0299,AZ,Arizona,Cottonwood,15251.0,2021-05-27 00:00:00,4950000.0,5.977151515151515,1,6,0,5,L2-ALL
3,45.0,Property_0003,TX,Texas,Arlington,13905.0,2014-05-19 00:00:00,3685000.0,7.169606512890095,1,6,0,6,L2-ALL
30,90.0,Property_0030,LA,Louisiana,Houma,13500.0,2016-09-09 00:00:00,2656934.0,6.850000790384707,1,6,0,5,L2-ALL
300,324.0,Property_0300,MI,Michigan,Fort Gratiot,4968.0,2021-06-16 00:00:00,1990000.0,7.393477386934672,1,338,1,5,L2-ALL
301,329.0,Property_0301,WI,Wisconsin,West Allis,259962.0,2021-07-21 00:00:00,22523000.0,8.470772099631487,1,338,1,5,L2-ALL
302,334.0,Property_0302,MN,Minnesota,Bloomington,83905.0,2021-08-26 00:00:00,17000000.0,6.736863647058823,3,338,1,5,L2B
303,344.0,Property_0303,TX,Texas,Conroe,13824.0,2021-10-19 00:00:00,7661078.0,4.568548186038569,1,6,0,5,L2-ALL
304,343.0,Property_0304,TX,Texas,Spring,13813.0,2021-10-19 00:00:00,4754000.0,5.462281867900716,1,6,0,5,L2-ALL
305,349.0,Property_0305,TN,Tennessee,Harriman,33816.0,2021-11-03 00:00:00,3235000.0,7.425522102009274,1,338,0,5,L2-ALL
306,350.0,Property_0306,FL,Florida,Temple Terrace,48769.0,2021-11-19 00:00:00,10000001.0,6.491853050814695,1,338,1,5,L2-ALL
307,353.0,Property_0307,WI,Wisconsin,Madison,72743.0,2021-12-06 00:00:00,7958000.0,5.975119376727821,3,338,0,5,L2B
308,351.0,Property_0308,OH,Ohio,Akron,77127.0,2021-12-03 00:00:00,7572150.0,5.977930178350929,1,338,0,5,L2-ALL
309,355.0,Property_0309,IL,Illinois,Vernon Hills,113963.0,2021-12-08 00:00:00,14500000.0,5.900358620689655,3,338,0,5,L2B
31,92.0,Property_0031,LA,Louisiana,New Orleans,15120.0,2017-03-15 00:00:00,3860000.0,7.357512953367876,1,6,0,5,L2-ALL
310,357.0,Property_0310,GA,Georgia,Jasper,95006.0,2021-12-10 00:00:00,11800000.0,7.62180618644068,3,338,1,5,L2B
311,358.0,Property_0311,OH,Ohio,Ashtabula,56698.0,2021-12-10 00:00:00,5600000.0,6.25,1,338,0,5,L2-ALL
312,359.0,Property_0312,MI,Michigan,Dowagiac,48030.0,2021-12-13 00:00:00,6242000.0,6.169250560717719,1,338,1,5,L2-ALL
313,360.0,Property_0313,ND,North Dakota,Bismarck,60945.0,2021-12-17 00:00:00,7191150.0,6.7800004171794495,3,338,0,5,L2B
314,361.0,Property_0314,ND,North Dakota,Bismarck,63000.0,2021-12-17 00:00:00,7433628.0,6.78000029057144,3,338,0,5,L2B
315,362.0,Property_0315,ND,North Dakota,Bismarck,53000.0,2021-12-17 00:00:00,6253687.0,6.7800003421981305,3,338,0,5,L2B
316,363.0,Property_0316,ND,North Dakota,Mandan,34500.0,2021-12-17 00:00:00,4071535.0,6.778770168990319,3,338,0,5,L2B
317,364.0,Property_0317,MO,Missouri,Blue Springs,3200.0,2021-12-21 00:00:00,1950000.0,5.825641025641025,1,338,0,5,L2-ALL
318,371.0,Property_0318,MI,Michigan,Eastpointe,10868.0,2021-12-22 00:00:00,2321694.0,7.106879717999012,1,400,0,5,L2-ALL
319,372.0,Property_0319,NC,North Carolina,Raleigh,9735.0,2021-12-22 00:00:00,5279414.0,5.290039386947113,1,400,0,5,L2-ALL
32,93.0,Property_0032,OK,Oklahoma,Duncan,13905.0,2017-07-19 00:00:00,3160000.0,6.80379746835443,1,6,0,5,L2-ALL
321,370.0,Property_0321,OH,Ohio,Columbus,116707.0,2021-12-27 00:00:00,24350000.0,7.40456386036961,3,338,1,5,L2B
322,369.0,Property_0322,AR,Arkansas,Fayetteville,2927.0,2021-12-28 00:00:00,1900000.0,5.6842105263157885,1,338,0,5,L2-ALL
323,375.0,Property_0323,IL,Illinois,Evanston,5686.0,2022-03-04 00:00:00,2095236.0,5.500000954546409,1,338,0,5,L2-ALL
324,377.0,Property_0324,MI,Michigan,Saint Joseph,62056.0,2022-03-17 00:00:00,7975000.0,6.424110344827586,1,338,1,5,L2-ALL
325,378.0,Property_0325,CT,Connecticut,Waterford,22361.0,2022-03-24 00:00:00,8400000.0,6.9651498809523815,3,338,1,5,L2B
326,376.0,Property_0326,IL,Illinois,East Moline,13905.0,2022-03-01 00:00:00,2825000.0,7.486725663716815,1,338,0,5,L2-ALL
327,381.0,Property_0327,CA,California,Citrus Heights,31927.0,2022-05-11 00:00:00,8400000.0,6.08041,3,400,1,5,L2B
328,,Property_0328,TX,Texas,Coppell,63508.0,2022-06-01 00:00:00,11000000.0,4.931872727272728,1,6,0,5,L2-ALL
329,383.0,Property_0329,WI,Wisconsin,Brookfield,90874.0,2022-06-10 00:00:00,17250000.0,7.934372173913043,1,338,1,5,L2-ALL
33,94.0,Property_0033,FL,Florida,Fort Myers,10908.0,2016-12-01 00:00:00,3265000.0,6.918989280245024,1,6,0,5,L2-ALL
330,385.0,Property_0330,OH,Ohio,Medina,90346.0,2022-06-22 00:00:00,19629008.0,6.0743619850784105,3,338,0,5,L2B
331,390.0,Property_0331,MI,Michigan,Alpena,7000.0,2022-07-12 00:00:00,870000.0,7.744827586206898,1,400,0,5,L2-ALL
332,391.0,Property_0332,VA,Virginia,Altavista,10125.0,2022-07-12 00:00:00,2700000.0,7.338749999999998,1,400,0,5,L2-ALL
333,398.0,Property_0333,IL,Illinois,South Elgin,45000.0,2022-07-28 00:00:00,14543000.0,6.8522810286735885,3,400,0,5,L2B
334,388.0,Property_0334,OH,Ohio,Canal Fulton,11200.0,2022-07-12 00:00:00,1600000.0,9.41465625,1,400,1,5,L2-ALL
335,392.0,Property_0335,IN,Indiana,Demotte,10125.0,2022-07-12 00:00:00,2000000.0,6.4611755,1,400,0,5,L2-ALL
336,393.0,Property_0336,MD,Maryland,Hagerstown,11170.0,2022-07-12 00:00:00,3700000.0,5.553405405405405,1,400,0,5,L2-ALL
337,394.0,Property_0337,MI,Michigan,Lapeer,14710.0,2022-07-12 00:00:00,3300000.0,8.566666666666666,1,400,0,7,L2-ALL
338,396.0,Property_0338,NC,North Carolina,Winston Salem,10139.0,2022-07-12 00:00:00,5030000.0,5.021868787276342,1,400,0,5,L2-ALL
339,389.0,Property_0339,MD,Maryland,Baltimore,10589.0,2022-07-12 00:00:00,2700000.0,6.353777777777776,1,400,0,5,L2-ALL
34,94.0,Property_0034,IL,Illinois,Indian Head Park,15120.0,2017-01-11 00:00:00,4750000.0,7.002947368421053,1,6,0,5,L2-ALL
340,395.0,Property_0340,MI,Michigan,Port Huron,6891.0,2022-07-12 00:00:00,1250000.0,7.0608,1,400,0,5,L2-ALL
341,401.0,Property_0341,CO,Colorado,Steamboat Springs,35000.0,2022-06-10 00:00:00,2750000.0,0.0,1,6,0,5,L2-ALL
342,397.0,Property_0342,WI,Wisconsin,Milwaukee,102000.0,2022-07-19 00:00:00,20000000.0,6.3885,3,338,0,5,L2B
343,399.0,Property_0343,IN,Indiana,Lebanon,10880.0,2022-07-22 00:00:00,5300000.0,5.265509433962264,1,400,0,5,L2-ALL
344,403.0,Property_0344,PA,Pennsylvania,New Kensington,4122.0,2022-09-13 00:00:00,860000.0,5.348837209302324,1,338,0,5,L2-ALL
345,404.0,Property_0345,MD,Maryland,Easton,113330.0,2022-09-28 00:00:00,18000000.0,8.137699555555555,3,338,1,5,L2B
346,406.0,Property_0346,MI,Michigan,Shelby Township,13013.0,2022-12-02 00:00:00,5385000.0,7.032094707520892,1,400,0,5,L2-ALL
347,407.0,Property_0347,MI,Michigan,Hastings,186230.0,2022-12-08 00:00:00,15913000.0,7.407458807264501,3,338,1,5,L2B
348,408.0,Property_0348,FL,Florida,Bradenton,11200.0,2023-01-17 00:00:00,4807192.0,6.613299406389427,1,400,0,5,L2-ALL
349,409.0,Property_0349,FL,Florida,Bushnell,13148.0,2023-01-17 00:00:00,3755916.0,6.613304717144899,1,400,0,5,L2-ALL
35,70.0,Property_0035,PA,Pennsylvania,Royersford,10461.0,2016-12-08 00:00:00,4620000.0,6.401645021645022,1,6,0,5,L2-ALL
350,410.0,Property_0350,FL,Florida,Nokomis,13143.0,2023-01-17 00:00:00,6510381.0,6.711146705546112,1,400,0,5,L2-ALL
351,411.0,Property_0351,FL,Florida,Port Charlotte,15487.0,2023-01-17 00:00:00,6001920.0,6.613304076029002,1,400,0,5,L2-ALL
352,412.0,Property_0352,IN,Indiana,Carmel,3600.0,2023-01-17 00:00:00,1710719.0,7.274631309993049,1,6,0,7,L2-ALL
353,413.0,Property_0353,IN,Indiana,Westfield,3000.0,2023-01-17 00:00:00,2213872.0,6.613298329804072,1,400,0,5,L2-ALL
354,414.0,Property_0354,TX,Texas,Spring,13013.0,2023-04-14 00:00:00,4350000.0,6.889411264367816,1,400,0,5,L2-ALL
355,416.0,Property_0355,TN,Tennessee,Franklin,10880.0,2023-05-03 00:00:00,3950000.0,6.914377215189874,1,400,0,5,L2-ALL
356,415.0,Property_0356,AR,Arkansas,Benton,74870.0,2023-05-09 00:00:00,9340000.0,7.535158029978586,3,338,1,5,L2B
357,418.0,Property_0357,TX,Texas,Dallas,11761.0,2023-03-13 00:00:00,125000.0,0.0,3,338,0,5,L2B
358,420.0,Property_0358,TX,Texas,Longview,10908.0,2023-06-07 00:00:00,3500000.0,6.534806571428571,1,400,0,5,L2-ALL
359,419.0,Property_0359,FL,Florida,Fort Pierce,11970.0,2023-05-18 00:00:00,4788000.0,6.0,5,400,0,5,3RD
36,71.0,Property_0036,WI,Wisconsin,Cudahy,14820.0,2017-01-13 00:00:00,4850000.0,6.391752577319587,1,6,0,5,L2-ALL
360,423.0,Property_0360,MA,Massachusetts,Pittsfield,72119.0,2023-08-15 00:00:00,6363539.0,7.484649657996909,1,338,1,5,L2-ALL
361,424.0,Property_0361,MI,Michigan,Jackson,110070.0,2023-08-18 00:00:00,8000000.0,5.4347535,3,338,1,5,L2B
362,425.0,Property_0362,SC,South Carolina,Murrells Inlet,13125.0,2023-08-22 00:00:00,4500000.0,6.446576,1,400,0,5,L2-ALL
363,354.0,Property_0363,CO,Colorado,Steamboat Springs,5160.0,2020-09-04 00:00:00,4400000.0,0.0,4,6,0,5,LJL
364,30.0,Property_0364,FL,Florida,Miami Beach,1757.0,2018-05-16 00:00:00,3000000.0,0.0,4,6,0,5,LJL
365,426.0,Property_0365,CO,Colorado,Steamboat Springs,87120.0,2022-04-05 00:00:00,1325000.0,0.0,4,6,0,5,LJL
366,,Property_0366,OH,Ohio,Medina,0.0,,2500000.0,,1,6,0,5,L2-ALL
367,430.0,Property_0367,SC,South Carolina,Camden,10125.0,2023-12-28 00:00:00,2275000.0,7.252615384615385,1,400,0,5,L2-ALL
368,435.0,Property_0368,FL,Florida,Plantation,2380.0,2024-02-22 00:00:00,989000.0,7.295072800808898,1,400,0,5,L2-ALL
369,436.0,Property_0369,IN,Indiana,Portage,10110.0,2024-03-01 00:00:00,2193000.0,7.25126721386229,1,400,0,5,L2-ALL
37,72.0,Property_0037,AR,Arkansas,Rogers,15053.0,2017-03-13 00:00:00,4636224.0,6.25,1,6,0,5,L2-ALL
370,438.0,Property_0370,PA,Pennsylvania,Havertown,9250.0,2024-03-13 00:00:00,3300000.0,6.8181818181818175,1,400,0,5,L2-ALL
371,441.0,Property_0371,MN,Minnesota,Forest Lake,93853.0,2024-03-18 00:00:00,15150000.0,8.746189702970298,3,338,1,5,L2B
372,443.0,Property_0372,GA,Georgia,Buford,12350.0,2024-09-05 00:00:00,3650000.0,7.39841095890411,1,400,0,5,L2-ALL
373,445.0,Property_0373,TX,Texas,Corsicana,10908.0,2024-11-06 00:00:00,3724033.0,7.202620384942884,1,400,0,5,L2-ALL
374,448.0,Property_0374,TX,Texas,Bryan,10908.0,2024-11-06 00:00:00,2950967.0,7.199572208025369,1,400,0,5,L2-ALL
375,451.0,Property_0375,IL,Illinois,South Elgin,94508.0,2024-11-08 00:00:00,19650000.0,7.808606870229008,1,400,1,5,L2-ALL
376,459.0,Property_0376,OH,Ohio,Berea,74255.0,2024-12-19 00:00:00,7600000.0,8.36288447368421,1,338,1,5,L2-ALL
377,464.0,Property_0377,PA,Pennsylvania,Elizabeth,54860.0,2025-05-12 00:00:00,6625000.0,10.759635320754716,3,6,1,5,L2B
378,466.0,Property_0378,OH,Ohio,Cincinnati,7309.0,2025-05-28 00:00:00,1490000.0,7.437685906040269,1,6,0,5,L2-ALL
379,465.0,Property_0379,MN,Minnesota,Saint Michael,4273.0,2025-05-28 00:00:00,2302000.0,7.4526911381407475,1,6,0,5,L2-ALL
38,74.0,Property_0038,MO,Missouri,Florissant,15595.0,2017-03-31 00:00:00,5060000.0,6.512944664031621,1,6,0,5,L2-ALL
380,469.0,Property_0380,GA,Georgia,Douglas,10125.0,2025-06-06 00:00:00,3340000.0,8.249238323353293,1,6,0,5,L2-ALL
381,468.0,Property_0381,AL,Alabama,Montgomery,10125.0,2025-06-06 00:00:00,3482000.0,8.250430786904078,1,6,0,5,L2-ALL
382,471.0,Property_0382,PA,Pennsylvania,Pittsburgh,10125.0,2025-06-11 00:00:00,2985000.0,8.040201005025125,1,400,0,5,L2-ALL
383,,Property_0383,OH,Ohio,Lancaster,10125.0,2025-06-20 00:00:00,3430000.0,7.249854227405247,1,6,0,5,L2-ALL
39,75.0,Property_0039,NE,Nebraska,Lincoln,15052.0,2017-03-31 00:00:00,3212000.0,6.1,1,6,0,5,L2-ALL
4,46.0,Property_0004,IL,Illinois,Springfield,18825.0,2014-05-29 00:00:00,4190000.0,7.228639618138424,1,6,0,5,L2-ALL
40,76.0,Property_0040,MS,Mississippi,Tupelo,15035.0,2017-04-26 00:00:00,5451612.0,6.200001027219105,1,6,0,5,L2-ALL
41,77.0,Property_0041,AZ,Arizona,Gold Canyon,15125.0,2017-05-24 00:00:00,5742188.0,6.399999442721136,1,6,0,5,L2-ALL
42,78.0,Property_0042,ID,Idaho,Pocatello,14490.0,2017-05-25 00:00:00,5490000.0,6.500200364298725,1,6,0,5,L2-ALL
43,73.0,Property_0043,TX,Texas,Brenham,14550.0,2017-06-01 00:00:00,5450000.0,6.091743119266055,1,6,0,5,L2-ALL
44,79.0,Property_0044,TX,Texas,Waco,13813.0,2017-06-30 00:00:00,5075000.0,3.865023842364532,1,6,0,5,L2-ALL
45,80.0,Property_0045,LA,Louisiana,New Iberia,13738.0,2017-07-06 00:00:00,5113000.0,6.335243496968513,1,6,0,5,L2-ALL
46,81.0,Property_0046,OK,Oklahoma,Newcastle,14820.0,2017-09-25 00:00:00,4600000.0,6.0,1,6,0,5,L2-ALL
47,83.0,Property_0047,TN,Tennessee,Brentwood,14820.0,2017-09-25 00:00:00,5900000.0,6.301694915254237,1,6,0,5,L2-ALL
48,82.0,Property_0048,TX,Texas,Houston,14490.0,2017-12-15 00:00:00,6400000.0,6.0,1,6,0,5,L2-ALL
49,84.0,Property_0049,IL,Illinois,Rockford,130000.0,2018-03-22 00:00:00,13750000.0,7.232727272727272,1,6,0,5,L2-ALL
5,47.0,Property_0005,OK,Oklahoma,Warr Acres,13905.0,2014-09-02 00:00:00,2600000.0,7.127884615384615,1,6,0,5,L2-ALL
50,85.0,Property_0050,IL,Illinois,South Elgin,11040.0,2018-05-08 00:00:00,3586439.0,6.150000041824216,1,6,0,5,L2-ALL
51,85.0,Property_0051,OH,Ohio,Hubbard,10904.0,2018-05-08 00:00:00,1837398.0,6.150001251770167,1,6,0,5,L2-ALL
52,85.0,Property_0052,OH,Ohio,Xenia,10147.0,2018-05-08 00:00:00,2325203.0,6.150000666608464,1,6,0,5,L2-ALL
53,85.0,Property_0053,IL,Illinois,Watseka,10202.0,2018-05-08 00:00:00,2286179.0,6.149999628200591,1,6,0,5,L2-ALL
54,85.0,Property_0054,VA,Virginia,Hillsville,10086.0,2018-05-08 00:00:00,1232520.0,6.150001622691721,1,6,0,5,L2-ALL
55,85.0,Property_0055,NC,North Carolina,King,10086.0,2018-05-08 00:00:00,1895138.0,6.1500006859658765,1,6,0,5,L2-ALL
56,124.0,Property_0056,WI,Wisconsin,Racine,14820.0,2018-05-29 00:00:00,5568000.0,6.25,1,6,0,5,L2-ALL
57,86.0,Property_0057,OK,Oklahoma,Muskogee,15120.0,2016-08-19 00:00:00,3832000.0,6.8632567849686845,1,6,0,5,L2-ALL
58,86.0,Property_0058,IA,Iowa,Davenport,15120.0,2017-03-06 00:00:00,4578000.0,6.749672346002621,1,6,0,5,L2-ALL
59,86.0,Property_0059,LA,Louisiana,Houma,11320.0,2017-08-31 00:00:00,3350000.0,6.813074626865672,1,6,0,5,L2-ALL
6,48.0,Property_0006,TN,Tennessee,Cleveland,13903.0,2015-05-14 00:00:00,2831000.0,6.450335570469799,1,6,0,5,L2-ALL
60,,Property_0060,TX,Texas,Burleson,11200.0,2018-04-19 00:00:00,4353106.0,,1,6,0,5,L2-ALL
61,95.0,Property_0061,IL,Illinois,Belleville,15125.0,2017-03-30 00:00:00,3800000.0,6.5,1,6,0,5,L2-ALL
62,96.0,Property_0062,TN,Tennessee,Powell,10003.0,2017-07-18 00:00:00,2646000.0,6.413114134542705,1,6,0,5,L2-ALL
63,98.0,Property_0063,PA,Pennsylvania,Pittsburgh,10125.0,2017-01-13 00:00:00,4100000.0,7.860073170731707,1,6,0,5,L2-ALL
64,98.0,Property_0064,IL,Illinois,Des Plaines,15272.0,2017-09-01 00:00:00,6325000.0,5.849802371541502,1,6,0,5,L2-ALL
65,99.0,Property_0065,OK,Oklahoma,Tulsa,13000.0,2017-10-10 00:00:00,2778000.0,6.949244060475162,3,6,0,5,L2B
66,102.0,Property_0066,AL,Alabama,Huntsville,10125.0,2017-11-28 00:00:00,4800000.0,6.815375,3,6,0,5,L2B
67,101.0,Property_0067,TN,Tennessee,Murfreesboro,13905.0,2017-12-15 00:00:00,4700000.0,6.647765106382979,3,6,0,5,L2B
68,103.0,Property_0068,VA,Virginia,Midlothian,13905.0,2018-03-05 00:00:00,4150000.0,6.987951807228916,3,6,0,5,L2B
69,104.0,Property_0069,MA,Massachusetts,Oxford,8760.0,2018-05-10 00:00:00,2175000.0,6.709958620689656,3,6,0,5,L2B
7,49.0,Property_0007,FL,Florida,Pembroke Pines,15120.0,2014-07-21 00:00:00,5000000.0,6.7,1,6,0,5,L2-ALL
70,105.0,Property_0070,NC,North Carolina,Durham,10125.0,2016-07-28 00:00:00,3450000.0,7.524492753623187,1,6,0,5,L2-ALL
71,107.0,Property_0071,MA,Massachusetts,Millbury,10125.0,2016-08-19 00:00:00,3235000.0,7.311282843894899,1,6,0,5,L2-ALL
72,108.0,Property_0072,IL,Illinois,Lombard,13905.0,2017-01-11 00:00:00,4900000.0,7.244897142857144,1,6,0,5,L2-ALL
73,110.0,Property_0073,NC,North Carolina,Ocean Isle Beach,10125.0,2017-06-30 00:00:00,2801550.0,6.841427067159252,1,6,0,5,L2-ALL
74,111.0,Property_0074,OK,Oklahoma,Moore,13905.0,2017-10-02 00:00:00,3347000.0,6.9587092919031965,1,6,0,5,L2-ALL
75,113.0,Property_0075,TX,Texas,Fort Worth,10908.0,2017-11-28 00:00:00,3150000.0,7.245841269841271,1,6,0,5,L2-ALL
76,114.0,Property_0076,MN,Minnesota,Circle Pines,13905.0,2015-08-14 00:00:00,3025000.0,6.895338842975208,1,6,0,7,L2-ALL
77,122.0,Property_0077,MO,Missouri,Saint Peters,14040.0,2015-08-27 00:00:00,2320000.0,6.675646551724138,1,6,0,5,L2-ALL
78,120.0,Property_0078,FL,Florida,Jacksonville Beach,10908.0,2015-12-02 00:00:00,4245000.0,6.762732626619552,1,6,0,5,L2-ALL
79,116.0,Property_0079,TX,Texas,Houston,15624.0,2016-05-09 00:00:00,4975000.0,6.746613065326633,1,6,0,5,L2-ALL
8,50.0,Property_0008,TX,Texas,Round Rock,13905.0,2014-09-08 00:00:00,3845209.0,7.056833581737689,1,6,0,7,L2-ALL
80,125.0,Property_0080,TX,Texas,San Antonio,13813.0,2016-05-11 00:00:00,4330000.0,6.659722863741339,1,6,0,5,L2-ALL
81,118.0,Property_0081,TX,Texas,Burleson,11200.0,2016-08-12 00:00:00,4190143.0,7.0,1,6,0,6,L2-ALL
82,117.0,Property_0082,RI,Rhode Island,Providence,13450.0,2016-08-31 00:00:00,3715000.0,6.799407806191117,1,6,0,5,L2-ALL
83,115.0,Property_0083,OH,Ohio,Westerville,9872.0,2016-12-23 00:00:00,4200000.0,8.009190476190478,1,6,0,5,L2-ALL
84,121.0,Property_0084,OH,Ohio,Cleveland Heights,13560.0,2018-03-30 00:00:00,3960000.0,6.99229797979798,1,6,0,5,L2-ALL
85,2.0,Property_0085,IA,Iowa,Cedar Rapids,13905.0,2011-12-09 00:00:00,4191045.0,8.374999552617545,1,6,0,5,L2-ALL
86,21.0,Property_0086,OK,Oklahoma,Shawnee,13905.0,2011-12-09 00:00:00,2938000.0,8.328861810755614,1,6,0,5,L2-ALL
87,3.0,Property_0087,OH,Ohio,Boardman,13905.0,2011-12-13 00:00:00,3958308.48,8.420339184883337,1,6,0,5,L2-ALL
88,129.0,Property_0088,WI,Wisconsin,Milwaukee,15000.0,2013-11-04 00:00:00,2970000.0,8.05050505050505,1,6,0,5,L2-ALL
89,130.0,Property_0089,IL,Illinois,East Moline,13905.0,2015-02-09 00:00:00,2825000.0,7.486725663716815,1,6,0,6,L2-ALL
9,51.0,Property_0009,MA,Massachusetts,Chelsea,13905.0,2014-09-15 00:00:00,4839814.0,7.045726137409412,1,6,0,5,L2-ALL
90,131.0,Property_0090,WA,Washington,Tacoma,13500.0,2015-12-30 00:00:00,4771773.0,7.500042437056415,1,6,0,5,L2-ALL
91,132.0,Property_0091,KY,Kentucky,Murray,10135.0,2016-06-03 00:00:00,2320000.0,7.055344827586208,1,6,0,5,L2-ALL
92,22.0,Property_0092,CO,Colorado,Denver,13905.0,2011-12-14 00:00:00,4400000.0,7.425,1,6,0,5,L2-ALL
93,23.0,Property_0093,OH,Ohio,Lorain,14490.0,2012-05-04 00:00:00,3248550.0,7.972786627880131,1,6,0,5,L2-ALL
94,27.0,Property_0094,GA,Georgia,Lithonia,15120.0,2012-12-28 00:00:00,4450000.0,5.0561797752808975,1,6,0,5,L2-ALL
95,24.0,Property_0095,IL,Illinois,Belleville,13905.0,2012-12-28 00:00:00,3478481.0,7.900000028748179,1,6,0,5,L2-ALL
96,25.0,Property_0096,IA,Iowa,Davenport,15120.0,2014-02-22 00:00:00,4551750.0,6.862745098039216,1,6,0,5,L2-ALL
97,26.0,Property_0097,IL,Illinois,Aurora,13000.0,2013-07-10 00:00:00,2355000.0,8.00424458598726,1,6,0,5,L2-ALL
98,28.0,Property_0098,GA,Georgia,Conyers,9504.0,2013-05-01 00:00:00,1900000.0,9.413684210526316,1,6,0,5,L2-ALL
99,29.0,Property_0099,OH,Ohio,Marion,10722.0,2013-05-30 00:00:00,1667500.0,9.74143088455772,1,6,0,5,L2-ALL
